  scharmu,,schulz,  
X,Y,X,Y  
13.266055045871548, 1.1490621915103638,  19.431192660550465, 4.063178677196446
14.385321100917418, 1.2793682132280342,  19.100917431192663, 3.5577492596248748
14.366972477064214, 1.4096742349457054,  17.39449541284405,  3.4511352418558725
15.394495412844039, 0.9674234945705837,  18.12844036697249,  3.3089832181638696
14.899082568807342, 0.8568608094768031,  18.66055045871559,  3.2576505429417586
14.40366972477064,  1.050345508390917,   17.596330275229363, 2.7759131293188553
16.03669724770642,  0.5725567620927947,  17.541284403669728, 2.7245804540967424
15.651376146788992, 0.4343534057255667,  17.651376146788998, 2.7048371174728527
17.082568807339456, 0.7620927936821307,  18.110091743119263, 2.6100691016781847
17.321100917431195, 0.6554787759131289,  17.4862385321101,2.5074037512339604
17.779816513761467, 0.726554787759131,   17.669724770642212, 2.345508390918066
18.348623853211016, 0.7976307996051331,  17.30275229357798,  2.3455083909180643
18.733944954128447, 0.8252714708785787,  16.550458715596335, 2.298124383020731
18.07339449541285,  1.038499506416585,   17.064220183486242, 2.1125370187561696
19.72477064220184,  0.8331688055281345,  16.84403669724771,  2.0217176702862787
19.72477064220184,  0.9832181638696937,  16.752293577981654, 1.986179664363278
20.128440366972484, 1.113524185587364,   16.25688073394496,    2.0335636722606103
17.944954128440372, 1.618953603158932,   16.091743119266063, 1.9703849950641659
20.03669724770642,  1.6071076011846008,  16.14678899082569,  1.9111549851924976
20.000000000000007, 1.6900296150049368,  16.4954128440367,1.915103652517275
20.29357798165139,  1.6229022704837126,  16.587155963302763, 1.8558736426456068
22.44036697247708,  1.840078973346495,   17.211009174311926, 1.8558736426456068
22.256880733944968, 2.11253701875617,    16.385321100917416, 1.7216189536031612
24.51376146788992,  1.8795656465942754,  15.46788990825688,  1.9111549851924976
22.238532110091747, 2.4600197433366233,  15.376146788990829, 2.108588351431391
23.02752293577982,  2.756169792694967,   15.651376146788992, 2.1441263573543923
22.95412844036698,  2.8943731490621913,  14.238532110091747, 2.3099703849950637
24.11009174311927,  2.9575518262586393,  15.486238532110084, 1.757156959526161
25.174311926605526, 2.6890424481737414,  15.357798165137611, 1.6426456071076023
25.59633027522937,  2.223099703849951,   15.761467889908259, 1.686080947680158
26.000000000000014, 2.092793682132281,   15.871559633027518, 1.611056268509377
22.78899082568808,  3.0918065153010854,  15.999999999999998, 1.5676209279368214
20.403669724770644, 3.0286278381046396,  15.871559633027532, 1.5004935834155981
19.669724770642212, 2.6732477788746305,  15.504587155963312, 1.4807502467917066
17.229357798165147, 3.7670286278381053,  15.467889908256891, 1.5123395853899284
16.605504587155956, 5.054294175715696,   15.174311926605503, 1.3899308983218157
22.495412844036714, 3.4669299111549865,  15.119266055045875, 1.283316880552814
22.86238532110093,  3.4511352418558743,  15.834862385321108, 1.2280355380059236
23.119266055045884, 3.549851924975321,   14.623853211009182, 1.3859822309970378
23.83486238532111,  4.071076011846001,   14.44036697247707,  1.4057255676209284
24.110091743119284, 4.351431391905232,   14.660550458715603, 1.1530108588351435
26.587155963302756, 4.4383020730503455,  15.082568807339447, 1.0621915103652517
26.000000000000014, 5.050345508390918,   14.513761467889909, 1.1016781836130303
26.440366972477072, 5.058242843040474,   13.467889908256886, 1.030602171767029
15.779816513761476, 2.1480750246791716,  14.238532110091747, 0.9911154985192496
16.073394495412863, 1.1964461994076974,  14.366972477064225, 0.9713721618953599
13.66972477064221,  0.6791707798617956,  14.752293577981645, 0.9042448173741375
13.247706422018346, 0.5686080947680159,  14.623853211009175, 0.8173741362290237
13.009174311926603, 0.5093780848963485,  13.981651376146795, 0.3830207305034552
12.532110091743117, 0.5093780848963485,  13.284403669724776, 0.5330700888450126
12.348623853211008,0.39881539980256786,  12.165137614678905, 0.8173741362290228
12.146788990825689, 0.3395853899308987,  11.174311926605503, 0.9753208292201396
12.899082568807335,0.30799605133267516,  12.018348623853209, 0.6712734452122424
13.669724770642203, 0.3672260612043434,  11.357798165137615, 0.6515301085883518
11.724770642201838, 0.3909180651530111,  10.51376146788991,  0.6159921026653512
11.688073394495412, 0.639684106614018,   9.651376146788987, 0.533070088845017
10.788990825688074, 0.5251727541954585,  9.394495412844035, 0.5370187561697941
11.247706422018346, 0.4264560710760117,  9.211009174311926, 0.6199407699901283
10.788990825688067,0.35932872655478754,  8.770642201834859, 0.5804540967423506
10.458715596330263, 0.4106614017768999,  8.568807339449537, 0.3909180651530111
9.577981651376144, 0.37907206317867725,  8.403669724770635, 0.3514313919052334
10.165137614678896,0.31589338598223105,  9.06422018348624,  0.31194471865745577
9.633027522935775, 0.19348469891411568,  9.871559633027516, 0.4185587364264549
9.266055045871559, 0.18953603158933863,  11.61467889908256,  0.4975320829220147
7.77981651376146,   0.3830207305034552,  11.449541284403669, 0.3277393879565649
7.064220183486233, 0.24086870681145278,  9.871559633027518, 0.2606120434353407
5.908256880733937, 0.14610069101678125,  9.90825688073394,  0.21717670286278423
5.798165137614671,0.011846001974334719,  8.770642201834859, 0.17374136229022596
4.788990825688065, 0.09476801579467065,  8.623853211009171, 0.12635735439289153
4.623853211009167,  0.0789733464955571,  8.385321100917428, 0.08292201382033593
4.1651376146788905,0.08292201382033504,  7.743119266055038, 0.12240868706811447
3.7247706422018263,-0.003948667324777055,7.669724770642196, 0.07897334649555887
3.04587155963302,  0.015794669299111774, 7.651376146788985, 0.039486673247779436
3.2660550458715516,-0.003948667324778832,7.19266055045871,  0.06712734452122326
3.229357798165129, 0.059230009871668265, 6.899082568807334, 0.07502467917077915
3.7431192660550368,0.09081934846989181,  6.275229357798158, 0.19348469891411568
4.715596330275224, 0.011846001974335607, 7.045871559633024, 0.2250740375123419
6.366972477064213, 0.18558736426456157,  5.43119266055045,  0.16584402764067008
6.220183486238524, 0.03553800592300327,  5.082568807339442, 0.11056268509377976
9.412844036697246, 0.2961500493583413,   4.935779816513751, 0.023692003948666773
11.13761467889908,  0.4975320829220147,  3.9633027522935658,0.05923000987167093
8.715596330275224, 0.2843040473840084,   3.8165137614678777,0.09081934846989181
,,3.6330275229357705,0.08687068114511387
,,3.1192660550458617,0.023692003948666773
,,4.183486238532104, 0.01184600197433383
,,6.403669724770646, 0.011846001974335607
,,6.733944954128432, 0.1776900296150048
,,7.596330275229352, 0.30799605133267516
,,10.385321100917432, 0.3909180651530102
,,11.651376146789007, 0.6120434353405697
,,8.09174311926605,  0.33168805528134193
